data,tokens
comment : good video told squamous cell cancer throat one macmillans catch would answer phone would answer emails wife sent half way treatment phone call macmillans wanting ask questions ok said ask cancer got second question wife work full time said yes woman phone quickly said thank touch two years ago never heard never got support wife hade everything charity takes give,"['comment', 'good', 'video', 'tell', 'squamous', 'cell', 'cancer', 'throat', 'one', 'macmillans', 'catch', 'would', 'answer', 'phone', 'would', 'answer', 'email', 'wife', 'send', 'half', 'way', 'treatment', 'phone', 'call', 'macmillans', 'want', 'ask', 'question', 'ok', 'say', 'ask', 'cancer', 'get', 'second', 'question', 'wife', 'work', 'full', 'time', 'say', 'yes', 'woman', 'phone', 'quickly', 'say', 'thank', 'touch', 'two', 'years', 'ago', 'never', 'hear', 'never', 'get', 'support', 'wife', 'hade', 'everything', 'charity', 'take', 'give']"
comment : powerful advert makes cry everytime see look faces fall beautiful someone catch,"['comment', 'powerful', 'advert', 'make', 'cry', 'everytime', 'see', 'look', 'face', 'fall', 'beautiful', 'someone', 'catch']"
comment : always makes cry anytime hear song matter,"['comment', 'always', 'make', 'cry', 'anytime', 'hear', 'song', 'matter']"
comment : whats song called,"['comment', 'whats', 'song', 'call']"
comment : exactly told actually laughed sank hard especially nosey people ask stupid questions,"['comment', 'exactly', 'tell', 'actually', 'laugh', 'sink', 'hard', 'especially', 'nosey', 'people', 'ask', 'stupid', 'question']"
comment : dad bowel cancer im really broken inside powerful,"['comment', 'dad', 'bowel', 'cancer', 'im', 'really', 'break', 'inside', 'powerful']"
comment : powerful yeah still sad areas went yesterday representing macmillan cancer support get people involved caring supporting unfortunate one werent interested repeated answer got yesterday interested came home without sign watched ad asking make people aware practical emotional financial support macmillan cancer support offer patients family also,"['comment', 'powerful', 'yeah', 'still', 'sad', 'areas', 'go', 'yesterday', 'represent', 'macmillan', 'cancer', 'support', 'get', 'people', 'involve', 'care', 'support', 'unfortunate', 'one', 'werent', 'interest', 'repeat', 'answer', 'get', 'yesterday', 'interest', 'come', 'home', 'without', 'sign', 'watch', 'ad', 'ask', 'make', 'people', 'aware', 'practical', 'emotional', 'financial', 'support', 'macmillan', 'cancer', 'support', 'offer', 'patients', 'family', 'also']"
comment : advertisement horrible first saw cried like baby father died cancer one charity supported unfortunately yes powerful advert way deep broke heart,"['comment', 'advertisement', 'horrible', 'first', 'saw', 'cry', 'like', 'baby', 'father', 'die', 'cancer', 'one', 'charity', 'support', 'unfortunately', 'yes', 'powerful', 'advert', 'way', 'deep', 'break', 'heart']"
comment : fck cancer killed grandad,"['comment', 'fck', 'cancer', 'kill', 'grandad']"
comment : right james lady like supporting life would much easier,"['comment', 'right', 'jam', 'lady', 'like', 'support', 'life', 'would', 'much', 'easier']"
comment : youve put words exactly wanted say even frames manages give powerful image beautiful advert,"['comment', 'youve', 'put', 'word', 'exactly', 'want', 'say', 'even', 'frame', 'manage', 'give', 'powerful', 'image', 'beautiful', 'advert']"
comment : tough watching glad picked radiography radiotherapy oncology university watching inspires even study hard help treat cancer,"['comment', 'tough', 'watch', 'glad', 'pick', 'radiography', 'radiotherapy', 'oncology', 'university', 'watch', 'inspire', 'even', 'study', 'hard', 'help', 'treat', 'cancer']"
comment : makes cry every time see doctors appointment piano powerful stuff,"['comment', 'make', 'cry', 'every', 'time', 'see', 'doctor', 'appointment', 'piano', 'powerful', 'stuff']"
comment : things,"['comment', 'things']"
comment : like actress playing nurse caring individual yet extremely strong supportive time seconds extolls greatest virtues nursing applaud fine lady,"['comment', 'like', 'actress', 'play', 'nurse', 'care', 'individual', 'yet', 'extremely', 'strong', 'supportive', 'time', 'second', 'extolls', 'greatest', 'virtues', 'nurse', 'applaud', 'fine', 'lady']"
comment : makes cry every time see advert emotional,"['comment', 'make', 'cry', 'every', 'time', 'see', 'advert', 'emotional']"
comment : fucking emotional,"['comment', 'fuck', 'emotional']"
comment : anyone diagnosed horrible shit yet still smile fucking hero watched grand dad get life sucked horrible shit would kill man planet back best pal,"['comment', 'anyone', 'diagnose', 'horrible', 'shit', 'yet', 'still', 'smile', 'fuck', 'hero', 'watch', 'grand', 'dad', 'get', 'life', 'suck', 'horrible', 'shit', 'would', 'kill', 'man', 'planet', 'back', 'best', 'pal']"
comment : ad thought touching,"['comment', 'ad', 'think', 'touch']"
comment : shout composer cinematographer,"['comment', 'shout', 'composer', 'cinematographer']"
comment : start cry every time watch adits moving,"['comment', 'start', 'cry', 'every', 'time', 'watch', 'adits', 'move']"
comment : oh gosh actually cried,"['comment', 'oh', 'gosh', 'actually', 'cry']"
comment : known lost least people died cancer last years youngest attended funerals weddings christenings almost feel like im waiting turn,"['comment', 'know', 'lose', 'least', 'people', 'die', 'cancer', 'last', 'years', 'youngest', 'attend', 'funerals', 'weddings', 'christen', 'almost', 'feel', 'like', 'im', 'wait', 'turn']"
comment : advertisement powerful even song whats name song,"['comment', 'advertisement', 'powerful', 'even', 'song', 'whats', 'name', 'song']"
comment : guys really see something song advert im sure lots people would buy available,"['comment', 'guy', 'really', 'see', 'something', 'song', 'advert', 'im', 'sure', 'lot', 'people', 'would', 'buy', 'available']"
comment : times moved,"['comment', 'time', 'move']"
comment : catch fall someone may catch someday,"['comment', 'catch', 'fall', 'someone', 'may', 'catch', 'someday']"
comment : powerful saw first time wednesday evening days ago cried rest evening whenever thought,"['comment', 'powerful', 'saw', 'first', 'time', 'wednesday', 'even', 'days', 'ago', 'cry', 'rest', 'even', 'whenever', 'think']"
comment : lol,"['comment', 'lol']"
comment : lost friend,"['comment', 'lose', 'friend']"
comment : brought tears,"['comment', 'bring', 'tear']"
comment : feels errytime,"['comment', 'feel', 'errytime']"
comment : song,"['comment', 'song']"
comment : fantastic thank everything,"['comment', 'fantastic', 'thank', 'everything']"
comment : lovely sis passed away anything bring backwish could win lottery would donate everything charityx,"['comment', 'lovely', 'sis', 'pass', 'away', 'anything', 'bring', 'backwish', 'could', 'win', 'lottery', 'would', 'donate', 'everything', 'charityx']"
comment : sister passed away years ago support received macmillan incredibly immense ever grateful everything macmillan family well want fund raising year macmillan bowel cancer uk thank macmillan x,"['comment', 'sister', 'pass', 'away', 'years', 'ago', 'support', 'receive', 'macmillan', 'incredibly', 'immense', 'ever', 'grateful', 'everything', 'macmillan', 'family', 'well', 'want', 'fund', 'raise', 'year', 'macmillan', 'bowel', 'cancer', 'uk', 'thank', 'macmillan', 'x']"
comment : gives goosebumps,"['comment', 'give', 'goosebumps']"
comment : every time,"['comment', 'every', 'time']"
comment : makes cry,"['comment', 'make', 'cry']"
comment : moving impressive advert ive made donation,"['comment', 'move', 'impressive', 'advert', 'ive', 'make', 'donation']"
comment : snowbirds flown sycamore tapes silent film enjoy,"['comment', 'snowbirds', 'fly', 'sycamore', 'tap', 'silent', 'film', 'enjoy']"
comment : snowbirds flown sycamore tapes silent film enjoy,"['comment', 'snowbirds', 'fly', 'sycamore', 'tap', 'silent', 'film', 'enjoy']"
comment : god bless late father lost dad last june macmillan nurses amazing taking lot stress away family sad time always grateful macmillan nurses help,"['comment', 'god', 'bless', 'late', 'father', 'lose', 'dad', 'last', 'june', 'macmillan', 'nurse', 'amaze', 'take', 'lot', 'stress', 'away', 'family', 'sad', 'time', 'always', 'grateful', 'macmillan', 'nurse', 'help']"
comment : touching video disease doesnt discriminate doesnt hit seem good candidates cancer indeed tough patients loved ones well,"['comment', 'touch', 'video', 'disease', 'doesnt', 'discriminate', 'doesnt', 'hit', 'seem', 'good', 'candidates', 'cancer', 'indeed', 'tough', 'patients', 'love', 'ones', 'well']"
comment : thank leon,"['comment', 'thank', 'leon']"
comment : macmillan really fantastic charity ive supporting time next friday saturday im presenting hour radio show university radio station raise money awareness great cause please help raise money donating justgivingdotcomurymarathon,"['comment', 'macmillan', 'really', 'fantastic', 'charity', 'ive', 'support', 'time', 'next', 'friday', 'saturday', 'im', 'present', 'hour', 'radio', 'show', 'university', 'radio', 'station', 'raise', 'money', 'awareness', 'great', 'cause', 'please', 'help', 'raise', 'money', 'donate', 'justgivingdotcomurymarathon']"
comment : make cry,"['comment', 'make', 'cry']"
comment : exactly feel way first saw ad supersonic rewards page included browser game im currently playing usually dont view advertisement videos entirety video exception even came searched ad check comments section read others think well im alone say advert really touched heart,"['comment', 'exactly', 'feel', 'way', 'first', 'saw', 'ad', 'supersonic', 'reward', 'page', 'include', 'browser', 'game', 'im', 'currently', 'play', 'usually', 'dont', 'view', 'advertisement', 'videos', 'entirety', 'video', 'exception', 'even', 'come', 'search', 'ad', 'check', 'comment', 'section', 'read', 'others', 'think', 'well', 'im', 'alone', 'say', 'advert', 'really', 'touch', 'heart']"
comment : song called snowbirds silent film live version youtubetruly beautiful song,"['comment', 'song', 'call', 'snowbirds', 'silent', 'film', 'live', 'version', 'youtubetruly', 'beautiful', 'song']"
comment : beautiful,"['comment', 'beautiful']"
comment : beautiful,"['comment', 'beautiful']"
comment : true advert,"['comment', 'true', 'advert']"
comment : advert makes cry every time watch advert incredibly powerful incredibly true remember feeling like found godmother hope okay,"['comment', 'advert', 'make', 'cry', 'every', 'time', 'watch', 'advert', 'incredibly', 'powerful', 'incredibly', 'true', 'remember', 'feel', 'like', 'find', 'godmother', 'hope', 'okay']"
comment : days friend cfescotland hold car boot sale aid macmillan amazing response local community larger companies tesco capital fm friend holding different charity events every year different charities year dedicated time effort macmillan one face cancer alone,"['comment', 'days', 'friend', 'cfescotland', 'hold', 'car', 'boot', 'sale', 'aid', 'macmillan', 'amaze', 'response', 'local', 'community', 'larger', 'company', 'tesco', 'capital', 'fm', 'friend', 'hold', 'different', 'charity', 'events', 'every', 'year', 'different', 'charities', 'year', 'dedicate', 'time', 'effort', 'macmillan', 'one', 'face', 'cancer', 'alone']"
comment : tell find please,"['comment', 'tell', 'find', 'please']"
comment : anyone know name song,"['comment', 'anyone', 'know', 'name', 'song']"
comment : whats name song playing,"['comment', 'whats', 'name', 'song', 'play']"
comment : moving ad ive ever seen still gives goosebumps watching times,"['comment', 'move', 'ad', 'ive', 'ever', 'see', 'still', 'give', 'goosebumps', 'watch', 'time']"
comment : advert needs win award first time saw nearly tears powerful,"['comment', 'advert', 'need', 'win', 'award', 'first', 'time', 'saw', 'nearly', 'tear', 'powerful']"
comment : im glad family support elizabeth im sorry hear father please call family needs talk,"['comment', 'im', 'glad', 'family', 'support', 'elizabeth', 'im', 'sorry', 'hear', 'father', 'please', 'call', 'family', 'need', 'talk']"
comment : im sorry hear please call us need support,"['comment', 'im', 'sorry', 'hear', 'please', 'call', 'us', 'need', 'support']"
comment : thank,"['comment', 'thank']"
comment : thank im glad campaign moved,"['comment', 'thank', 'im', 'glad', 'campaign', 'move']"
comment : advert gets every single time moving amazing getting message across,"['comment', 'advert', 'get', 'every', 'single', 'time', 'move', 'amaze', 'get', 'message', 'across']"
comment : work got call mac millan nurse called said dad died dropped phone shock felt alonewishing got treatment sooner day void heart help received nurses fiance il slowly crawling back reality,"['comment', 'work', 'get', 'call', 'mac', 'millan', 'nurse', 'call', 'say', 'dad', 'die', 'drop', 'phone', 'shock', 'felt', 'alonewishing', 'get', 'treatment', 'sooner', 'day', 'void', 'heart', 'help', 'receive', 'nurse', 'fiance', 'il', 'slowly', 'crawl', 'back', 'reality']"
comment : dear dad died lung cancer years ago june support nurses sitting night home allow sister mum rest never forgotten,"['comment', 'dear', 'dad', 'die', 'lung', 'cancer', 'years', 'ago', 'june', 'support', 'nurse', 'sit', 'night', 'home', 'allow', 'sister', 'mum', 'rest', 'never', 'forget']"
comment : im sorry hear husband felt unsupported could please let us know investigate could please email community macmillan org uk without spaces,"['comment', 'im', 'sorry', 'hear', 'husband', 'felt', 'unsupported', 'could', 'please', 'let', 'us', 'know', 'investigate', 'could', 'please', 'email', 'community', 'macmillan', 'org', 'uk', 'without', 'space']"
comment : years ago dad diagnosed terminal cancer week christmas sadly died couple months later age powerful moving ad really hits home,"['comment', 'years', 'ago', 'dad', 'diagnose', 'terminal', 'cancer', 'week', 'christmas', 'sadly', 'die', 'couple', 'months', 'later', 'age', 'powerful', 'move', 'ad', 'really', 'hit', 'home']"
comment : thekooljack snowbirds silent film,"['comment', 'thekooljack', 'snowbirds', 'silent', 'film']"
comment : macmillan nurses wonderful helping mum family cancer sadly died th december macmillan us supporting us thank,"['comment', 'macmillan', 'nurse', 'wonderful', 'help', 'mum', 'family', 'cancer', 'sadly', 'die', 'th', 'december', 'macmillan', 'us', 'support', 'us', 'thank']"
comment : dear friend small cell lung cancer told aggressive could spread parts body thought would cure slow chemo radiology happens money donated charity still havent found cure terrible illness yet drugs get privately heart broken going die slowly life turned like sad,"['comment', 'dear', 'friend', 'small', 'cell', 'lung', 'cancer', 'tell', 'aggressive', 'could', 'spread', 'part', 'body', 'think', 'would', 'cure', 'slow', 'chemo', 'radiology', 'happen', 'money', 'donate', 'charity', 'still', 'havent', 'find', 'cure', 'terrible', 'illness', 'yet', 'drug', 'get', 'privately', 'heart', 'break', 'go', 'die', 'slowly', 'life', 'turn', 'like', 'sad']"
comment : asked anything could reply new drug market wont cure give approx months side youll go private cost approx £ drug probably researched made charity money medication cancer freely available nhs,"['comment', 'ask', 'anything', 'could', 'reply', 'new', 'drug', 'market', 'wont', 'cure', 'give', 'approx', 'months', 'side', 'youll', 'go', 'private', 'cost', 'approx', 'drug', 'probably', 'research', 'make', 'charity', 'money', 'medication', 'cancer', 'freely', 'available', 'nhs']"
